center,left,right,steering,throttle,reverse,speed
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_16_868.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_16_868.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_16_868.jpg,0.0,1.0,0.0,30.19028
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_16_937.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_16_937.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_16_937.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_006.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_006.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_006.jpg,0.0,1.0,0.0,30.19028
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_075.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_075.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_075.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_142.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_142.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_142.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_213.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_213.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_213.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_283.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_283.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_283.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_355.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_355.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_355.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_428.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_428.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_428.jpg,0.0,1.0,0.0,30.19028
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_501.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_501.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_501.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_568.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_568.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_568.jpg,0.0,1.0,0.0,30.19032
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_642.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_642.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_642.jpg,0.0,1.0,0.0,30.19025
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_711.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_711.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_711.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_784.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_784.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_784.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_851.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_851.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_851.jpg,0.0,1.0,0.0,30.19028
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_921.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_921.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_921.jpg,0.0,1.0,0.0,30.19032
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_17_989.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_17_989.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_17_989.jpg,0.0,1.0,0.0,30.19028
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_063.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_063.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_063.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_137.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_137.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_137.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_212.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_212.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_212.jpg,-0.05,1.0,0.0,30.18973
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_281.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_281.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_281.jpg,-0.2,1.0,0.0,30.17989
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_349.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_349.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_349.jpg,0.0,1.0,0.0,30.19071
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_416.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_416.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_416.jpg,0.0,1.0,0.0,30.18977
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_488.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_488.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_488.jpg,0.0,1.0,0.0,30.19018
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_562.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_562.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_562.jpg,0.0,1.0,0.0,30.19025
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_631.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_631.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_631.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_706.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_706.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_706.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_780.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_780.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_780.jpg,0.0,1.0,0.0,30.19032
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_850.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_850.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_850.jpg,0.0,1.0,0.0,30.19028
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_922.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_922.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_922.jpg,-0.05,1.0,0.0,30.1897
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_18_995.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_18_995.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_18_995.jpg,0.0,1.0,0.0,30.18715
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_067.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_067.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_067.jpg,0.0,1.0,0.0,30.19033
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_134.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_134.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_134.jpg,0.0,1.0,0.0,30.19025
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_206.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_206.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_206.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_273.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_273.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_273.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_347.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_347.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_347.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_421.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_421.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_421.jpg,0.0,1.0,0.0,30.19032
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_493.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_493.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_493.jpg,0.0,1.0,0.0,30.19028
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_564.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_564.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_564.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_635.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_635.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_635.jpg,-0.2,1.0,0.0,30.17983
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_706.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_706.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_706.jpg,0.0,1.0,0.0,30.191
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_778.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_778.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_778.jpg,0.0,1.0,0.0,30.19016
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_847.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_847.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_847.jpg,0.0,1.0,0.0,30.19023
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_918.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_918.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_918.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_19_987.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_19_987.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_19_987.jpg,0.0,1.0,0.0,30.19027
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_058.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_058.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_058.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_130.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_130.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_130.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_196.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_196.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_196.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_265.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_265.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_265.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_331.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_331.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_331.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_399.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_399.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_399.jpg,0.0,1.0,0.0,30.19041
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_467.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_467.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_467.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_535.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_535.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_535.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_604.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_604.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_604.jpg,0.0,1.0,0.0,30.19043
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_673.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_673.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_673.jpg,-0.1,1.0,0.0,30.18764
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_746.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_746.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_746.jpg,0.0,1.0,0.0,30.18721
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_818.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_818.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_818.jpg,0.0,1.0,0.0,30.19013
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_892.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_892.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_892.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_20_958.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_20_958.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_20_958.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_032.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_032.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_032.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_105.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_105.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_105.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_172.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_172.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_172.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_246.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_246.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_246.jpg,0.0,1.0,0.0,30.19032
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_319.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_319.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_319.jpg,-0.2,1.0,0.0,30.17987
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_386.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_386.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_386.jpg,0.0,1.0,0.0,30.19104
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_460.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_460.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_460.jpg,0.0,1.0,0.0,30.19016
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_532.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_532.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_532.jpg,0.0,1.0,0.0,30.19028
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_600.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_600.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_600.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_667.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_667.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_667.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_740.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_740.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_740.jpg,0.0,1.0,0.0,30.19046
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_814.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_814.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_814.jpg,0.0,1.0,0.0,30.19033
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_885.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_885.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_885.jpg,-0.1,1.0,0.0,30.1877
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_21_956.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_21_956.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_21_956.jpg,-0.3,1.0,0.0,30.16942
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_026.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_026.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_026.jpg,0.0,1.0,0.0,30.18884
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_097.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_097.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_097.jpg,0.0,1.0,0.0,30.19011
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_168.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_168.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_168.jpg,0.0,1.0,0.0,30.19026
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_238.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_238.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_238.jpg,0.0,1.0,0.0,30.1903
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_308.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_308.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_308.jpg,0.0,1.0,0.0,30.19031
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_377.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_377.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_377.jpg,0.0,1.0,0.0,30.19029
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_448.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_448.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_448.jpg,0.0,1.0,0.0,30.19032
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_515.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_515.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_515.jpg,0.0,1.0,0.0,30.19028
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_584.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_584.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_584.jpg,0.15,1.0,0.0,30.184
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_653.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_653.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_653.jpg,0.0,1.0,0.0,30.19086
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_726.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_726.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_726.jpg,0.0,1.0,0.0,30.18991
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_796.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_796.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_796.jpg,0.0,1.0,0.0,30.19038
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_869.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_869.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_869.jpg,0.0,1.0,0.0,30.1902
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_22_940.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_22_940.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_22_940.jpg,0.0,1.0,0.0,30.19026
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_013.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_013.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_013.jpg,0.0,1.0,0.0,30.18989
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_084.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_084.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_084.jpg,0.0,1.0,0.0,30.19053
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_156.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_156.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_156.jpg,0.0,1.0,0.0,30.19021
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_229.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_229.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_229.jpg,-0.2,1.0,0.0,30.1787
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_299.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_299.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_299.jpg,-0.35,1.0,0.0,30.16339
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_367.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_367.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_367.jpg,0.0,1.0,0.0,30.18854
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_437.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_437.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_437.jpg,0.0,1.0,0.0,30.1899
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_505.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_505.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_505.jpg,0.0,1.0,0.0,30.19016
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_574.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_574.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_574.jpg,0.0,1.0,0.0,30.19027
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_642.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_642.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_642.jpg,0.0,1.0,0.0,30.19032
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_714.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_714.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_714.jpg,0.0,1.0,0.0,30.19023
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_781.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_781.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_781.jpg,0.0,1.0,0.0,30.19024
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_854.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_854.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_854.jpg,0.0,1.0,0.0,30.19028
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_922.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_922.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_922.jpg,0.0,1.0,0.0,30.19019
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_23_991.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_23_991.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_23_991.jpg,0.0,1.0,0.0,30.1902
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_24_065.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_24_065.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_24_065.jpg,0.0,1.0,0.0,30.19027
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_24_132.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_24_132.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_24_132.jpg,0.0,1.0,0.0,30.19022
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_24_199.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_24_199.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_24_199.jpg,0.0,1.0,0.0,30.19022
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_24_272.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_24_272.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_24_272.jpg,0.0,1.0,0.0,30.1901
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_24_344.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_24_344.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_24_344.jpg,0.0,1.0,0.0,30.19048
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_24_417.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_24_417.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_24_417.jpg,-0.05,1.0,0.0,30.18975
beta_simulator_windows/data/IMG/center_2023_11_29_12_26_24_488.jpg,beta_simulator_windows/data/IMG/left_2023_11_29_12_26_24_488.jpg,beta_simulator_windows/data/IMG/right_2023_11_29_12_26_24_488.jpg,-0.25,1.0,0.0,30.17384
